Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
31,1,3,14,3,2,3,4,0,4,3,2,0,2,1,1,1,21661,0
36,1,1,23,2,2,4,4,3,3,0,6,1,2,0,2,3,26310,0
32,0,1,27,2,2,4,4,3,3,0,5,0,3,1,1,3,28502,1
35,0,2,30,2,1,3,4,3,5,1,2,1,3,1,1,3,28628,1
43,0,1,12,2,2,4,4,0,3,0,6,0,3,1,1,1,20771,0
37,0,3,17,3,2,3,4,3,3,2,3,0,2,1,2,3,28658,0
23,0,1,11,1,2,3,5,0,3,3,7,0,5,1,1,1,22572,1
49,1,3,9,3,1,3,4,1,3,0,4,0,5,1,1,2,22729,0
56,1,3,25,2,1,3,4,4,4,2,5,0,2,0,1.187266694,0,35513,0
42,0,3,17,2,2,3,4,1,3,3,2,0,2,0,2,2,24908,0
36,1,3,7,3,2,3,4,1,3,0,2,0,3,1,1,2,23395,0
41,1,1,13,2,1,4,4,4,3,2,2,0,5,1,3,0,31915,0
40,0,1,15,2,1,3,4,0,3,0,3,0,2,0,1,1,22433,0
32,1,3,9,2,2,4,4,1,3,3,6,1,5,1,2,2,25260,0
43,1,1,31,3,2,3,4,3,5,0,3,1,2,1,2,3,26084,0
46,1,3,9,2,2,4,4,1,4,0,2,0,5,1,1,2,23483,0
27,0,2,24,2,1,3,4,0,3,1,2,1,5,0,2,1,21419,1
30,1,1,26,1,2,3,4,1,3,1,6,0,5,0,1,2,22940,0
34,1,1,7,3,1,4,3,4,3,1,6,0,2,0,1.187266694,0,34862,0
32,1,3,14,2,2,3,5,3,3,1,2,0,3,1,1,3,30235,0
19,0,3,12,3,2,4,4,0,4,2,3,1,4,1,3,1,20556,1
41,0,3,35,2,2,3,6,3,5,1,5,0,5,1,1,3,29610,0
42,0,1,9,2,0,4,5,1,3,3,4,1,2,0,1,2,25489,0
27,1,3,36,3,2,3,4,1,3,1,7,0,5,1,1,2,22984,0
36,1,3,7,3,0,4,4,1,3,3,3,0,4,0,3,2,23537,0
35,1,3,28,2,2,4,3,1,3,3,3,0,3,1,1,2,24015,0
27,1,1,31,1,2,4,6,0,3,2,3,1,3,1,3,1,21018,1
38,1,1,7,1,0,3,4,3,3,3,6,0,5,1,2,3,26169,0
47,0,1,25,3,1,3,4,3,3,0,7,0,3,1,1,3,29205,0
42,1,3,9,2,1,4,4,4,5,0,2,0,5,1,1.187266694,0,35273,0
38,0,3,16,3,2,4,4,3,4,1,3,0,2,1,1,3,27512,0
53,1,1,13,1,2,4,4,1,5,1,5,1,4,1,3,2,24255,0
33,0,3,18,2,2,3,3,1,3,0,2,0,3,1,2,2,23385,1
25,0,3,31,3,2,3,4,0,3,0,2,0,4,0,2,1,21078,0
39,1,1,17,3,1,4,4,1,3,0,5,0,3,1,3,2,28502,0
38,1,1,7,2,1,4,4,1,4,0,8,0,2,1,2,2,25125,0
50,1,1,25,2,2,3,5,2,3,1,3.23652064,1,3,0,2,4,38180,0
25,1,1,30,3,2,3,3,0,3,0,3,1,4,0,2,1,21403,0
27,1,3,35,3,2,4,4,1,4,0,3,0,3,1,1,2,24950,0
25,1,1,24,2,2,4,5,0,4,0,3,0,3,1,2,1,20805,0
51,0,2,10,3,2,3,4,2,4,0,3.23652064,0,2,1,1,4,36878,0
26,1,3,20,3,2,3,4,0,3,0,3,0,3,1,1,1,20774,0
25,0,1,14,2,1,3,4,0,3,0,3,1,4,0,1,1,21564,1
31,0,3,19,2,2,4,5,0,5,0,3,0,5,1,1,1,20711,1
35,1,1,7,2,2,3,5,0,3,0,3,1,2,0,1,1,22300,0
32,1,3,20,3,2,3,4,1,5,1,4,0,2,0,1,2,22911,1
36,1,1,32,2,2,3,5,1,3,3,6,0,2,0,2,2,22359,0
32,1,3,13,3,2,4,3,1,3,1,6,0,5,1,3,2,24138,0
28,1,1,13,3,1,4,5,0,3,1,2,0,2,1,2,1,20865,0
38,1,3,9,3,2,4,4,1,3,0,6,1,3,0,2,2,28280,0
21,1,1,7,2,1,3,5,0,4,3,3,0,4,1,1,1,21514,0
43,1,1,9,2,1,3,4,1,3,0,3,0,2,1,1,2,22767,0
44,1,1,13,2,2,3,5,4,3,1,6,1,3,1,1.187266694,0,35305,0
39,1,1,7,2,1,3,4,0,5,3,5,0,2,1,2,1,21297,0
44,0,1,16,3,2,4,4,1,3,1,5,1,3,1,1,2,24357,0
49,1,1,7,2,1,3,5,4,5,0,2,0,4,0,2,0,34080,0
45,1,2,7,2,0,3,5,1,3,3,6,0,5,1,2,2,24663,0
35,1,3,21,1,1,3,4,0,3,1,3,1,5,1,2,1,21257,0
28,1,3,9,3,2,3,4,0,5,1,2,0,5,0,2,1,21719,1
22,1,3,29,1,2,3,4,0,3,3,3,0,2,1,2,1,22125,0
45,1,1,10,2,2,3,4,2,3,0,3.23652064,1,2,1,1,4,38191,0
23,1,1,13,3,2,4,4,0,3,0,2,0,2,1,1,1,21451,0
34,1,3,15,3,2,3,4,1,3,1,2,0,2,1,2,2,25782,0
33,1,1,16,2,1,4,4,1,3,0,3,1,5,1,3,2,25000,0
31,0,1,10,3,1,4,4,0,3,1,3,0,3,1,2,1,20761,0
54,1,3,7,3,0,3,4,1,5,3,2,0,2,1,2,2,27059,0
35,1,1,7,2,2,3,4,0,3,0,3,0,3,1,1,1,21369,0
46,0,3,33,2,1,4,4,1,5,0,4,0,2,0,1,2,22964,1
27,1,1,13,2,1,4,4,0,3,0,3,1,2,0,1,1,21337,0
38,1,1,10,2,2,3,4,3,3,0,3,0,2,1,1,3,28112,0
30,1,3,10,3,1,4,4,1,3,0,3,0,2,0,1,2,24239,0
36,1,1,13,2,2,3,6,1,3,3,3,0,5,1,1,2,25324,0
34,0,1,13,2,2,2,4,1,3,1,5,0,5,1,1,2,26403,0
55,1,2,26,3,2,3,4,3,4,0,4,0,3,1,1,3,29403,0
37,1,1,16,3,2,3,5,1,4,1,4,1,4,1,1,2,27525,0
28,1,1,10,3,2,3,5,0,3,2,2,0,2,0,1,1,20723,0
21,1,1,15.49083459,3,2,3,4,0,3,2,3,1,5,0,1,1,19687,1
34,0,1,10,2,2,4,4,0,5,3,3,1,5,1,3,1,22026,1
36,0,1,10,2,2,3,3.708445179,0,3,0,3,0,2,1,2,1,19959,0
24,1,1,11,3,2,3,3,0,5,0,4,0,4,0,2,1,21497,0
26,1,3,15,2,2,3,3,1,4,0,2,0,4,0,1,2,23529,0
39,1,3,14,3,1,3,5,1,3,3,2,0,2,1,2,2,22706,0
30,0,1,7,2,2,4,6,0,3,1,3,0,2,1,1,1,21398,0
49,1,3,9,3,2,3,3,1,4,0,5,0,3,1,1,2,26798,0
28,0,3,10,3,1,4,3,1,3,1,3,1,2,1,3,2,23325,0
38,1,1,17,2,2,4,3,0,3,3,5,0,4,1,2,1,23358,0
51,1,1,35,3,2,4,3,0,3,0,3,1,2,1,3,1,21899,0
35,1,1,16,3,0,3,5,3,4,3,3,0,2,1,2,3,27299,0
25,1,3,10,2,1,4,4,1,3,3,2,0,2,1,1,2,23255,1
40,1,1,9,1,1,4,5,1,3,3,3,0,2,1,1,2,23231,0
33,1,3,17,3,2,3,4,1,3,3,3,0,4,0,2,2,24074,0
51,0,3,15,1,2,3,4,1,3,0,5,1,5,1,1,2,25474,1
39,1,1,7,2,0,3,3,1,3,3,2,0,2,1,2,2,26303,0
28,1,1,7,2,1,4,4,3,5,0,3,0,4,1,3,3,26090,0
33,1,1,10,2,1,3,4,3,3,2,5,0,2,1,2,3,29837,0
48,1,3,21,3,2,3,4,1,5,3,4,0,2,0,2,2,23638,0
41,0,3,12,2,2,3,5,3,5,0,7,1,5,0,2,3,29153,0
54,1,1,14,2,2,3,3,4,3,0,5,0,2,0,1,0,33492,0
42,1,2,17,2,2,4,5,2,3,1,3.23652064,0,2,1,1,4,37819,0
61,1,3,23,3,2,3,4,1,5,3,2,0,4,1,1,2,24083,0
28,0,1,17,2,2,3,4,3,5,1,3,0,3,1,1,3,27471,0
42,1,2,7,2,2,3,5,2,3,0,3.23652064,0,2,1,2,4,37867,0
51,1,3,15,3,2,3,4,0,4,0,2,0,2,1,1,1,22553,0
29,1,1,7,2,1,4,6,0,4,2,2,1,2,1,1,1,20894,1
37,0,1,15,2,1,4,3,3,5,0,2,0,3,0,1,3,30391,0
39,1,1,7,2,0,3,4,3,3,3,6,1,2,0,2,3,26539,0
45,0,1,31,3,2,3,6,0,3,3,4,0,3,0,2,1,22386,0
48,0,3,10,3,1,3,4,4,3,1,2,1,5,1,2,0,32448,0
31,1,3,34,3,2,3,4,1,3,1,2,0,3,1,1,2,23982,0
30,1,3,17,2,2,3,4,0,3,3,3,0,4,0,1,1,21320,0
43,0,1,26,3,2,3,3,0,3,1,8,1,3,1,2,1,21437,1
44,0,3,22,2,2,3,5,1,3,0,5,0,5,0,2,2,25482,0
35,1,1,15,3,0,4,4,1,3,3,5,0,4,1,2,2,24820,0
24,1,1,16,3,2,3,4,0,5,0,3,0,3,0,2,1,21178,0
40,1,2,10,2,1,3,3,1,4,0,2,0,2,1,1,2,25067,0
57,1,1,16,3,2,3,4,4,3,0,2,0,4,0,1,0,29781,0
41,1,1,9,3,1,3,5,0,3,2,2,1,3,1,2,1,21020,0
28,1,1,14,3,0,3,5,1,5,3,2,0,3,1,1,2,25489,0
30,1,3,17,3,2,3,4,0,4,1,3,0,2,0,2,1,20975,0
54,1,1,13,2,2,3,4,1,3,2,4,0,5,1,1,2,21128,0
36,0,1,9,2,1,4,4,1,5,1,4,0,4,0,1,2,23771,0
33,0,1,31,2,2,4,4,1,3,0,3,0,4,1,1,2,23987,0
39,1,1,9,3,2,4,4,0,3,0,8,1,4,0,1,1,21735,0
35,1,1,15,2,1,3,4,1,5,1,5,0,5,1,1,2,23799,0
53,1,3,10,3,2,3,5,4,5,0,3,0,5,1,1.187266694,0,35534,0
34,1,1,7,2,2,4,4,0,3,3,3,1,3,1,1,1,21364,1
26,1,3,33,3,0,3,4,1,3,3,3,0,4,0,1,2,24858,0
46,1,3,9,1,2,3,6,1,3,3,2,0,5,0,1,2,25310,0
24,1,1,17,3,2,4,3,0,3,3,3,0,2,1,2,1,22183,0
48,0,3,34,2,0,4,2,1,3,3,6,1,4,1,3,2,25075,1
35,1,3,9,2,2,3,4,1,3,3,3,0,5,0,1,2,24952,0
56,1,1,9,3,2,4,4,2,3.58103661,0,7,1,2,1,3,4,38537,1
37,0,3,15,2,2,4,5,3,5,3,3,0,2,0,3,3,26265,0
53,0,1,26,3,2,3,4,0,3,0,2,0,3,1,1,1,22936,0
27,0,1,7,2,1,4,6,0,3,1,5,0,4,1,3,1,23042,0
30,1,1,34,3,1,4,4,1,3,0,6,0,2,1,1,2,23013,0
27,1,3,15,1,2,3,5,1,5,3,8,0,3,1,2,2,24004,1
35,1,1,7,2,1,4,2,0,3,3,4,0,2,0,1,1,21958,0
55,1,1,26,3,1,4,4,1,5,1,2,1,3,0,1,2,24163,0
28,0,3,6,3,2,3,4,1,3,0,2,0,3,0,2,2,23020,0
38,1,1,17,2,1,3,4,0,5,1,2,1,3,1,2,1,21460,0
39,0,1,9,2,0,4,2,1,5,3,8,1,2,1,3,2,24658,0
35,1,1,9,3,1,3,5,0,5,3,3,0,2,1,2,1,23059,0
36,1,3,15,2,1,4,4,0,3,0,3,0,3,0,1,1,21250,0
31,1,1,7,2,2,3,6,0,3,0,5,0,4,1,1,1,22511,0
41,0,1,9,3,1,3,2,1,4,0,3,0,3,0,2,2,22922,0
35,1,3,15,2,1,4,4,1,5,0,7,0,2,1,1,2,25178,0
43,0,1,15,2,2,4,4,2,3,1,3.23652064,0,5,0,2,4,37108,0
24,1,1,13,2,2,4,2,0,5,0,3,1,3,1,3,1,20279,1
25,0,1,16,2,2,3,5,0,4,1,3,0,5,1,1,1,21372,0
53,1,1,18,2,1,3,4,1,3,0,2,0,2,1,2,2,21827,0
51,1,1,9,3,2,4,4,4,3,0,3.23652064,0,2,0,2,0,36317,0
30,1,1,7,2,1,3,5,0,5,0,3,1,2,0,1,1,20997,1
34,1,1,14,3,2,3,4,3,3,0,2,0,4,0,1,3,30369,0
34,1,3,23,3,0,4,4,1,5,3,7,0,3,1,1,2,24002,1
48,1,1,9,2,1,3,4,4,3,0,3,1,4,1,1.187266694,0,35430,0
37,1,1,7,2,1,3,4,1,4,0,2,0,5,0,1,2,23906,0
30,1,1,30,2,2,3,2,0,3,0,3,0,2,1,2,1,21378,0
59,1,1,9,2,2,3,4,2,4,2,3.23652064,1,3,1,2,4,37924,1
36,1,1,7,2,1,3,2,0,3,2,5,0,3,0,1,1,21184,0
43,1,1,7,2,1,3,5,1,3,0,2,1,3,0,2,2,24740,0
29,1,1,9,3,2,3,4,0,3,3,8,0,3,0,1,1,23060,1
37,1,2,20,2,2,3,4,0,4,0,6,0,3,1,1,1,20821,0
33,1,1,11,2,1,4,5,1,3,0,3,0,4,1,1,2,24840,0
41,0,1,23,3,2,3,5,1,3,3,8,0,5,1,2,2,23772,0
31,1,1,9,3,0,3,5,1,3,3,7,1,2,1,2,2,25555,0
46,1,1,9,2,1,4,5,0,3,2,3,0,3,1,2,1,20952,0
43,1,1,36,2,2,4,4,1,4,0,3,0,3,1,2,2,23112,0
39,0,1,19,2,2,3,5,1,5,1,4,0,5,1,1,2,24966,0
35,0,1,23,2,1,4,5,0,3,2,3,0,5,1,2,1,21231,0
50,1,3,18,3,1,3,4,3,3,0,3,0,4,0,2,3,26332,1
56,1,3,9,3,2,3,4,1,3,3,6,0,2,0,2,2,23838,1
44,1,1,21,2,2,4,4,4,5,0,3.23652064,0,5,1,1,0,35837,0
28,1,1,12,1,2,3,5,3,3,1,3,1,3,0,1,3,31486,0
36,1,1,14,2,2,3,4,3,3,2,5,0,3,0,1,3,28899,0
29,1,3,9,3,1,3,4,1,4,0,3,1,3,1,1,2,23457,0
35,1,2,10,2,2,3,4,0,3,0,2,0,2,1,2,1,22415,0
27,0,1,12,3,1,3,5,0,3,0,3,1,2,0,2,1,21044,1
28,0,1,10,3,2,3,4,0,3,0,3,0,2,1,1,1,20384,0
52,1,3,33,3,1,4,4,4,3,0,4,0,3,0,1.187266694,0,34985,0
45,1,1,11,3,2,3,4,1,4,3,2,0,2,1,1,2,24611,0
26,1,1,9,3,2,4,2,0,5,3,2,0,2,1,3,1,22102,0
34,1,3,7,3,2,3,2,1,5,1,3,0,4,0,1,2,22715,0
36,1,1,34,3,1,3,5,0,5,2,3,0,4,1,2,1,21237,0
37,1,3,7,2,2,3,4,1,3,0,3,1,3,1,2,2,24879,0
33,1,3,20,2,2,4,4,1,3,1,4,0,2,0,1,2,23081,0
31,0,1,12,2,2,4,5,0,3,1,2,0,5,0,1,1,22439,0
54,1,3,14,3,1,4,5,3,3,0,2,1,2,0,1,3,29612,0
46,1,3,16,3,2,4,4,3,5,1,6,1,2,1,1,3,29439,0
33,1,1,15,3,1,4,2,1,3,0,7,0,3,1,3,2,23853,0
53,0,1,32,3,1,3,5,4,3,0,5,0,5,0,2,0,32504,0
38,1,3,23,3,2,4,5,1,3,1,6,0,5,1,3,2,25012,0
29,1,2,15,3,2,4,5,0,3,1,3,0,2,0,2,1,23614,0
23,1,1,7,2,2,3,5,1,3,0,8,0,2,1,1,2,23453,0
45,1,1,15,2,2,4,2,0,3,0,4,1,3,1,3,1,21496,0
43,0,1,9,3,2,3,4,0,3,2,7,1,2,0,2,1,21193,0
37,1,2,15,2,2,4,5,0,5,0,2,0,2,1,3,1,21020,0
26,1,3,10,2,2,4,4,1,5,0,3,1,4,1,1,2,22872,0
36,1,1,16,2,1,4,5,3,3,0,3,1,4,1,2,3,29363,0
36,0,1,32,2,1,4,4,0,4,1,3,1,3,0,1,1,20700,1
33,0,1,7,2,2,4,4,0,3,1,2,0,5,0,1,1,20992,0
26,1,3,11,3,2,3,5,1,5,0,3,0,3,1,2,2,22934,0
50,1,1,7,1,1,3,4,0,5,0,4,0,4,1,1,1,22258,0
25,0,1,11,2,2,3,5,0,3,0,2,0,3,0,1,1,21840,0
33,0,3,12,2,2,3,4,1,4,0,3,0,3,1,2,2,25202,0
39,1,3,16,3,2,4,5,0,4,0,2,0,4,0,1,1,21577,0
43,1,1,10,2,1,4,2,1,3,0,4,1,5,0,1,2,23909,0
32,1,1,18,2,2,3,4,0,3,0,5,1,3,1,2,1,21034,0
30,1,3,7,3,1,3,5,0,3,1,8,1,2,0,2,1,21478,1
54,1,3,15,3,2,4,4,4,3,0,7,0,3,0,3,0,30514,0
36,1,1,32,1,2,4,5,3,4,0,5,0,3,1,2,3,29581,0
38,0,3,28,3,1,3,4,0,3,0,7,0,2,1,2,1,21651,0
54,1,1,30,2,1,4,4,4,3,2,8,0,5,1,2,0,32953,0
44,0,1,7,2,1,3,4,1,3,0,6,0,2,1,2,2,24240,0
48,1,3,9,3,1,3,4,1,3,0,2,1,2,1,1,2,23215,0
38,0,3,26,3,2,3,4,3,4,3,3,1,5,0,1,3,26320,0
51,0,1,9,2,2,4,4,4,5,1,3.23652064,0,5,1,3,0,36602,0
40,1,2,9,2,1,3,5,1,3,0,2,0,3,0,1,2,23882,0
34,1,2,10,2,2,3,4,0,4,1,5,1,5,0,2,1,20955,0
33,1,1,32,2,2,3,4,0,3,3,3,1,5,1,1,1,21473,1
30,1,1,14,3,1,4,5,0,3,1,8,0,5,1,1,1,21210,0
45,1,1,16,2,2,4,4,0,5,0,3,1,3,1,1,1,21237,0
29,1,3,12,3,2,4,4,1,3,3,3,0,3,1,1,2,23586,0
59,0,1,9,2,2,3,5,0,3,1,2,1,2,0,1,1,21058,1
44,1,1,15,2,1,3,4,1,4,1,6,0,3,1,1,2,23443,0
21,1,3,9,3,1,3,5,0,3,2,3,0,4,0,2,1,20722,1
22,1,1,25,2,1,4,4,0,3,3,3,0,3,1,2,1,21371,1
37,1,1,21,2,2,4,4,1,3,0,2,1,5,1,3,2,25264,0
48,1,3,9,2,1,4,5,0,3,3,3,1,2,1,1,1,21972,0
23,1,1,10,2,1,3,4,1,3,0,2,1,5,1,2,2,22849,1
42,1,1,9,2,1,3,6,0,3,1,6,1,3,0,1,1,21456,1
29,1,1,16,3,1,4,4,0,3,1,7,0,3,1,2,1,21055,0
40,1,1,13,3,2,4,4,0,5,0,2,1,2,1,2,1,21082,1
28,1,1,11,2,1,4,4,0,3,2,3,0,2,1,2,1,20996,0
35,1,1,17,2,2,3,4,0,4,1,3,0,2,1,1,1,20686,0
43,1,3,21,3,0,4,5,1,3,3,2,0,3,0,1,2,24922,0
34,1,1,7,2,2,4,5,0,5,3,5,1,4,0,1,1,21477,0
59,1,1,12,1,1,3,5,3,4,1,4,1,5,1,2,3,29230,0
32,1,3,14,2,2,3,5,0,3,0,5,0,4,1,2,1,21007,0
36,1,1,28,2,1,3,4,1,3,0,3,1,3,0,2,2,22692,0
50,1,1,15,2,1,3,4,3,4,0,6,0,4,0,1,3,26081,0
49,1,1,27,3,2,3,4,0,3,0,6,0,2,0,1,1,20937,0
32,0,3,27,3,1,3,4,1,3,0,3,0,2,1,1,2,25610,0
37,1,1,14,2,2,4,4,0,3,3,4,0,3,0,3,1,23356,0
39,1,1,7,1,1,4,4,3,5,0,3,0,4,1,3,3,32260,0
33,0,1,7,2,1,4,5,0,4,0,8,0,3,1,1,1,21010,0
26,1,3,26,3,2,3,5,0,4,0,3,1,2,0,1,1,21091,1
41,1,3,17,3,2,4,5,3,4,1,4,0,4,1,2,3,28383,0
27,0,3,7,3,2,3,5,1,5,3,3,0,3,1,2,2,22972,0
42,1,1,13,3,2,3,4,0,5,3,4,1,4,1,1,1,23399,0
37,1,1,9,3,2,4,4,0,3,2,6,0,5,1,1,1,21197,0
20,1,3,28,2,2,3,5,0,4,2,3,1,2,0,2,1,20799,1
21,1,1,11,1,2,3,4,0,5,3,3,0,3,1,2,1,21651,1
32,1,1,19,3,1,3,4,1,3,0,2,1,4,0,2,2,24533,0
41,0,1,16,3,2,3,4,0,4,1,2,1,4,0,2,1,22295,0
33,1,1,10,3,1,4,4,1,5,0,3,0,2,1,2,2,25403,0
37,1,3,10,2,2,3,5,3,3,0,3,1,2,1,1,3,29003,1
34,1,1,7,2,0,3,5,1,3,3,2,0,4,0,1,2,25627,0
38,1,3,7,2,2,3,5,3,3,0,7,0,2,1,2,3,29287,1
46,0,1,11,2,2,3,4,1,4,0,3,0,4,1,2,2,23125,0
30,0,3,27,1,1,3,4,0,3,0,3,0,3,0,2,1,20835,0
36,1,3,25,3,1,3,4,1,3,0,3,0,4,1,1,2,23279,0
53,1,1,7,2,2,4,4,4,3,0,3.23652064,0,2,1,2,0,35777,0
59,1,1,9,1,2,3,4,0,3,2,6,0,2,1,2,1,21157,1
54,1,3,9,3,2,3,4,4,3,1,8,0,3,1,1,0,33530,0
31,1,3,15,2,2,4,4,3,3,1,7,0,3,1,1,3,25942,0
39,0,3,17,1,0,3,4,1,3,3,3,1,3,0,2,2,24344,0
36,1,3,10,2,2,4,4,3,3,1,8,0,5,0,2,3,26501,0
40,1,3,9,2,2,3,2,3,3,3,2,0,2,1,2,3,26558,0
41,0,3,31,2,1,4,2,4,4,2,6,1,3,1,3,0,31872,1
48,0,1,23,3,2,4,2,1,3,1,3,1,2,0,1,2,23745,0
37,0,3,15,1,2,3,4,1,3,1,6,0,3,1,1,2,23757,0
32,0,1,16,3,2,3,5,0,5,2,2,1,3,1,1,1,20999,1
34,0,3,24,2,2,3,4,4,3,2,3.23652064,0,3,1,2,0,36122,0
30,1,1,17,2,1,4,5,0,5,2,8,1,5,1,2,1,21082,1
34,1,1,20,2,1,3,4,0,3,3,5,0,3,1,1,1,22130,0
46,1,1,7,3,1,4,4,0,3,1,5,0,5,0,2,1,20948,0
51,1,1,7,3,2,4,4,4,3,1,3.23652064,0,5,0,3,0,36077,0
34,0,1,7,2,1,3,2,1,4,0,3,1,3,0,2,2,24166,0
42,0,1,16,3,2,4,4,2,3,1,3.23652064,0,4,1,3,4,38097,0
28,1,1,23,1,1,3,4,0,4,0,2,0,2,1,1,1,21489,0
46,0,1,30,2,2,3,4,1,5,0,3,1,2,1,1,2,22311,0
48,1,3,11,2,1,3,4,1,3,3,3,1,3,1,2,2,22841,0
31,1,1,29,2,1,3,4,0,3,0,6,1,2,0,2,1,20810,1
51,1,1,31,2,2,4,4,4,3,0,5,1,4,0,1,0,32651,0
39,0,1,17,3,2,4,4,0,3,0,2,0,5,0,3,1,21362,0
47,1,1,14,3,2,4,4,3,3,1,8,0,2,0,3,3,29523,0
25,1,1,24,3,1,3,5,1,3,1,3,0,3,1,2,2,23055,0
36,1,1,21,2,2,3,5,0,4,1,3,1,5,1,2,1,22421,1
32,0,1,7,2,1,4,4,1,5,0,3,0,5,1,3,2,22826,0
19,0,1,15.49083459,2,2,4,4,0,3,2,3,0,2,1,2,1,19729,0
55,1,1,24,1,1,3,4,3,3,0,2,0,5,1,1,3,29417,0
36,1,1,32,3,1,3,4,3,3,1,3,1,3,1,2,3,29066,0
31,1,1,15,2,1,4,2,3,5,0,2,1,2,0,3,3,30094,0
21,1,1,18,3,1,4,5,0,5,3,3,1,3,0,2,1,21278,1
31,0,1,12,3,1,3,4,0,4,2,2,0,3,0,1,1,21100,1
27,1,1,9,3,2,3,2,1,3,0,3,0,3,1,2,2,24150,0
23,1,1,15,2,2,4,6,0,5,0,3,0,2,1,1,1,21129,0
49,1,1,13,2,2,4,5,1,3,3,4,0,2,0,1,2,22918,0
49,1,1,11,2,2,4,5,3,3,2,2,0,5,1,2,3,29677,0
42,1,1,14,3,0,3,4,1,3,3,8,0,3,1,1,2,23681,0
40,1,1,7,2,1,4,5,4,3,0,3,0,3,0,2,0,31420,0
28,1,1,9,2,1,3,4,1,3,0,2,0,5,0,2,2,22905,0
36,1,1,17,2,2,3,4,0,3,1,3,0,5,1,1,1,22595,0
43,1,3,12,3,2,3,4,2,3,0,3.23652064,0,4,0,2,4,36981,0
51,1,1,16,2,2,4,4,0,3,0,6,0,5,1,1,1,21058,0
60,1,1,9,2,1,4,5,4,3,2,5,1,5,0,3,0,32404,0
38,1,1,18,3,1,4,6,1,4,0,7,0,4,1,1,2,23455,1
56,0,1,25,3,2,4,4,1,4,0,5,1,5,1,3,2,25063,0
42,0,1,14,2,1,3,6,2,3.58103661,1,3,0,4,1,1,4,38651,0
39,1,3,10,2,2,3,4,1,3,3,2,1,3,1,2,2,25539,0
27,0,3,36,3,2,4,6,1,5,3,2,0,3,0,1,2,23647,1
53,1,3,9,3,1,3,6,2,3.58103661,0,3,0,3,1,1,4,38523,1
45,1,3,35,3,1,3,2,4,3,0,5,1,2,1,2,0,31998,0
51,0,3,7,2,1,4,4,1,3,0,2,0,2,1,2,2,25025,0
37,1,1,23,2,1,3,2,0,5,3,3,0,2,1,1,1,21421,1
40,0,1,29,3,1,3,4,3,5,2,3,1,5,1,1,3,29558,0
34,0,3,15,2,1,3,5,0,3,2,2,0,2,1,2,1,21020,0
46,1,3,18,2,1,3,4,4,3,0,3.23652064,0,4,1,2,0,36328,0
33,0,1,36,3,1,4,4,0,3,3,2,0,3,1,1,1,22703,0
35,1,3,7,3,2,4,2,1,3,1,2,0,5,1,3,2,28403,0
60,1,3,7,1,2,4,4,3,3,0,5,1,2,0,2,3,30582,0
46,1,2,31,3,2,3,4,0,4,2,3,0,4,0,1,1,20855,0
54,0,3,9,3,1,3,5,3,4,0,4,0,2,0,2,3,26203,0
37,1,1,22,2,2,3,4,1,3,1,2,0,4,0,1,2,23512,1
27,0,1,9,2,2,3,4,0,5,0,8,1,5,1,1,1,20720,1
35,1,3,17,2,1,3,4,0,3,0,3,1,2,0,2,1,20898,0
29,1,3,15.49083459,3,2,4,4,0,4,0,3,0,5,1,2,1,19730,0
39,0,1,10,2,2,3,4,0,3,0,5,0,3,1,2,1,21499,0
51,1,1,9,3,2,4,4,2,3,0,3.23652064,1,2,1,2,4,37915,0
38,1,1,10,2,1,3,4,1,4,3,5,0,4,1,1,2,22785,0
41,1,3,33,3,2,4,4,1,5,0,3,0,2,1,2,2,27074,0
27,0,1,7,3,1,4,5,0,3,1,3,0,2,1,1,1,20685,0
47,1,1,7,3,2,3,4,2,3.58103661,1,2,0,5,1,2,4,38305,0
55,1,3,9,2,1,3,5,3,3,0,8,0,5,1,1,3,29364,0
57,0,1,16,3,1,4,4,0,3,0,4,0,2,0,1,1,21620,0
37,1,1,19,3,0,3,5,3,3,3,2,0,2,1,1,3,27536,0
56,0,1,9,3,2,3,5,4,5,2,2,0,3,1,1.187266694,0,35434,0
44,1,3,32,3,2,4,5,3,3,1,7,0,4,1,2,3,29476,0
21,0,3,16,3,1,3,4,0,3,2,3,1,4,0,1,1,21001,1
22,1,1,17,2,1,3,5,0,5,2,3,0,3,1,1,1,20094,1
47,1,1,15,2,1,4,5,1,5,1,2,1,2,1,3,2,23293,0
52,1,1,11,2,2,3,4,0,3,0,2,1,2,1,2,1,21139,1
29,0,1,31,1,2,4,5,3,5,3,3,0,2,0,1,3,27400,1
27,1,1,7,3,2,3,5,0,5,0,3,0,3,0,2,1,22633,0
31,1,1,27,2,2,3,4,1,5,0,2,0,4,1,1,2,28635,0
42,1,1,14,1,1,3,2,0,3,0,3,0,3,1,2,1,22054,0
39,1,1,24,2,1,4,5,3,3,0,2,0,2,0,3,3,27501,0
41,1,1,27,1,2,4,4,3,3,0,6,0,3,1,2,3,29000,0
28,0,1,15,2,2,3,6,0,3,0,3,0,2,1,2,1,23299,0
56,0,1,9,2,2,4,4,3,4,0,5,0,2,1,2,3,29654,0
